0034344,2019/05/25 15:53:29,1011,-003.3,-02.16,-273.147,-273.144,34.996,24.519,8.08,08.089,0.001,101,9999,9999,9999,9999
0034345,2019/05/25 15:53:29,1021,01413,1.34194,1.31727,1.74577,1.40240,230.218,214.427,15.790
0034346,2019/05/25 15:53:34,1011,-003.3,-02.14,-273.147,-273.137,34.995,24.518,8.08,08.089,0.000,101,9999,9999,9999,9999
0034347,2019/05/25 15:53:34,1021,01413,1.34250,1.31531,1.74589,1.40239,230.989,212.339,18.649
0034348,2019/05/25 15:53:39,1011,-003.3,-02.15,-273.147,-273.148,34.991,24.515,8.08,08.088,0.000,101,9999,9999,9999,9999
0034349,2019/05/25 15:53:39,1021,01413,1.33731,1.31753,1.74537,1.40212,224.478,214.964,9.514
0034350,2019/05/25 15:53:44,1011,-003.3,-02.14,-273.144,-273.143,34.996,24.514,8.08,08.089,0.001,101,9999,9999,9999,9999
0034351,2019/05/25 15:53:44,1021,01413,1.34017,1.31578,1.74562,1.40204,228.407,213.245,15.162
0034352,2019/05/25 15:53:49,1011,-003.3,-02.13,-273.150,-273.148,34.996,24.513,8.08,08.089,0.001,101,9999,9999,9999,9999
0034353,2019/05/25 15:53:49,1021,01413,1.33894,1.31467,1.74553,1.40219,226.553,211.829,14.723
0034354,2019/05/25 15:53:54,1011,-003.3,-02.13,-273.149,-273.144,34.996,24.513,8.08,08.089,0.001,101,9999,9999,9999,9999
0034355,2019/05/25 15:53:54,1021,01413,1.33748,1.31702,1.74585,1.40245,224.306,214.099,10.207
0034356,2019/05/25 15:53:59,1011,-003.2,-02.13,-273.150,-273.136,35.000,24.512,8.08,08.089,0.000,101,9999,9999,9999,9999
0034357,2019/05/25 15:53:59,1021,01413,1.33783,1.31613,1.74571,1.40248,224.678,213.058,11.619
0034358,2019/05/25 15:54:04,1011,-003.2,-02.11,-273.145,-273.144,34.998,24.517,8.08,08.089,0.000,101,9999,9999,9999,9999
0034359,2019/05/25 15:54:04,1021,01413,1.33222,1.31950,1.74595,1.40237,217.580,216.928,0.651
0034360,2019/05/25 15:54:09,1011,-003.1,-02.10,-273.146,-273.142,35.002,24.523,8.08,08.089,0.000,101,9999,9999,9999,9999
0034361,2019/05/25 15:54:09,1021,01413,1.33522,1.32191,1.74553,1.40213,221.767,219.753,2.013
0034362,2019/05/25 15:54:14,1011,-003.1,-02.07,-273.144,-273.137,35.000,24.530,8.08,08.088,0.000,101,9999,9999,9999,9999
0034363,2019/05/25 15:54:14,1021,01413,1.34920,1.31694,1.74532,1.40218,239.964,214.239,25.725
0034364,2019/05/25 15:54:19,1011,-003.1,-02.07,-273.143,-273.149,35.000,24.526,8.08,08.089,0.001,101,9999,9999,9999,9999
0034365,2019/05/25 15:54:20,1021,01413,1.34345,1.31518,1.74611,1.40209,232.746,212.678,20.068
0034366,2019/05/25 15:54:25,1011,-003.1,-02.08,-273.150,-273.147,34.998,24.532,8.08,08.089,0.000,101,9999,9999,9999,9999
0034367,2019/05/25 15:54:25,1021,01413,1.34083,1.31906,1.74587,1.40206,229.296,216.836,12.460
0034368,2019/05/25 15:54:30,1011,-003.2,-02.07,-273.146,-273.136,35.004,24.530,8.08,08.089,0.000,101,9999,9999,9999,9999
0034369,2019/05/25 15:54:30,1021,01413,1.35194,1.31610,1.74558,1.40229,243.464,213.265,30.198
0034370,2019/05/25 15:54:35,1011,-003.2,-02.11,-273.147,-273.145,34.996,24.533,8.08,08.089,0.000,101,9999,9999,9999,9999
0034371,2019/05/25 15:54:35,1021,01413,1.34989,1.31570,1.74548,1.40244,240.517,212.588,27.928
0034372,2019/05/25 15:54:40,1011,-003.3,-02.10,-273.144,-273.145,34.995,24.539,8.08,08.089,0.001,101,9999,9999,9999,9999
0034373,2019/05/25 15:54:40,1021,01413,1.33751,1.31999,1.74583,1.40257,224.157,217.157,7.000
0034374,2019/05/25 15:54:45,1011,-003.3,-02.12,-273.147,-273.139,34.998,24.539,8.08,08.089,0.000,101,9999,9999,9999,9999
0034375,2019/05/25 15:54:45,1021,01413,1.33908,1.31950,1.74566,1.40255,226.197,216.594,9.603
0034376,2019/05/25 15:54:50,1011,-003.3,-02.12,-273.144,-273.131,34.998,24.543,8.08,08.089,0.000,101,9999,9999,9999,9999
0034377,2019/05/25 15:54:50,1021,01413,1.33933,1.32169,1.74572,1.40247,226.658,219.089,7.568
0034378,2019/05/25 15:54:55,1011,-003.3,-02.11,-273.145,-273.144,35.000,24.546,8.08,08.089,0.000,101,9999,9999,9999,9999
0034379,2019/05/25 15:54:55,1021,01413,1.34171,1.31936,1.74579,1.40240,229.915,216.682,13.233
0034380,2019/05/25 15:55:00,1011,-003.0,-02.11,-273.149,-273.141,35.000,24.547,8.08,08.089,0.001,101,9999,9999,9999,9999
0034381,2019/05/25 15:55:00,1021,01413,1.33866,1.31719,1.74572,1.40247,225.807,214.229,11.578
0034382,2019/05/25 15:55:05,1011,-003.0,-02.03,-273.143,-273.139,35.001,24.550,8.08,08.089,0.000,101,9999,9999,9999,9999
0034383,2019/05/25 15:55:05,1021,01413,1.33318,1.31627,1.74543,1.40205,219.205,213.721,5.484
0034384,2019/05/25 15:55:10,1011,-002.5,-02.04,-273.145,-273.139,35.002,24.548,8.08,08.089,0.000,101,9999,9999,9999,9999
0034385,2019/05/25 15:55:10,1021,01413,1.33304,1.31916,1.74580,1.40252,218.372,216.310,2.061
0034386,2019/05/25 15:55:15,1011,-002.5,-01.92,-273.145,-273.145,35.002,24.552,8.08,08.089,0.001,101,9999,9999,9999,9999
0034387,2019/05/25 15:55:15,1021,01413,1.33528,1.31650,1.74540,1.40248,221.271,213.382,7.888
0034388,2019/05/25 15:55:20,1011,-003.2,-01.93,-273.136,-273.140,34.997,24.558,8.08,08.089,0.000,101,9999,9999,9999,9999
0034389,2019/05/25 15:55:20,1021,01413,1.33953,1.31716,1.74554,1.40235,227.079,214.310,12.768
0034390,2019/05/25 15:55:25,1011,-003.2,-02.10,-273.141,-273.136,35.002,24.557,8.08,08.089,0.001,101,9999,9999,9999,9999
0034391,2019/05/25 15:55:25,1021,01413,1.34207,1.31766,1.74583,1.40227,230.604,215.039,15.565
0034392,2019/05/25 15:55:30,1011,-003.3,-02.11,-273.141,-273.141,34.999,24.559,8.08,08.089,0.001,101,9999,9999,9999,9999
